WorkerID,AssignmentID,Prompt1.0,Prompt2.0,Prompt3.0,Prompt4.0,Prompt5.0,Prompt6.0,Prompt7.0,Prompt8.0,Prompt9.0,Prompt10.0,Median,Size
A2701HD66WZ6P3,"['3QRYMNZ7FYHFB4ZGGA4C92OXSUZTNN', '34YB12FSQYO5OHSAK9Q5X4K8XAGGM0', '3JNQLM5FT4MV352ILI41VNBINML2L1']",2,2,2,2,2,2,2,2,2,2,2.0,3
AIHXN5QSXGICS,['3LBXNTKX0RV13J46KAM4G4EJ01W9XD'],2,2,2,2,2,2,2,2,2,2,2.0,1
A2HRUFTA09371Y,"['3UNH76FOCS55A8DAEFCB44RC26SYM2', '39DD6S19JPB73AV2T3QB53V5ZY8ZE8']",2.0,2.0,2.5,2.0,2.0,2.5,2.0,2.0,2.0,2.0,2.0,2
AYW9WLQ5V1VEX,"['3FE7TXL1LIN6U2IVDNCXC9ACXSXQ23', '3H7Z272LX77RVC3ONGFDR0JBYW2LPW']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
A68WWNPQNMCQQ,['3AZHRG4CU4K7RR9F0PWNGDOMQ2803Z'],2,2,2,2,2,2,2,2,2,2,2.0,1
A249LDVPG27XCE,"['3A7Y0R2P2OOQ9VHF6MDH5YSMW6FXJ3', '3KWTYT08703N22L5316ZTUEU7XZL5A', '3LOTDFNYA7ZVFTQTDRQAOHMNUXMFWJ']",2,2,2,2,2,2,2,2,2,2,2.0,3
A5BMKZRGHNSRT,['3X4MXAO0BGOSIJV24MQ45606XL3WR1'],2,2,2,2,2,2,2,2,2,2,2.0,1
A27AK750Y9M9KH,"['3570Y55XZPJ5IYHO3CEGRZ7F6LMYG2', '3PPTZCWALQKW0DL72ULBZKKJI2VZQL']",2.5,4.0,4.0,3.0,3.0,3.0,2.0,3.5,3.0,2.5,3.0,2
ALT3QIN63KGLS,['3SITXWYCNV9KRCJ3IU007A99O1XBXN'],3,4,4,3,3,2,3,3,3,3,3.0,1
A3HL2LL0LEPZT8,['3I0BTBYZAXL87U63PAPD67KZZ3R0YT'],5,5,5,5,5,5,5,5,5,5,5.0,1
A1M150KRGG2OYB,['30ZX6P7VF8VP8FEIIXSOF8YQJY52JQ'],5,5,5,5,5,5,5,5,5,5,5.0,1
A3JTORZ2KPNZO4,['3PM8NZGV8YG7VILS1CXQ2Z48A1VXQI'],2,2,2,2,2,2,2,2,2,2,2.0,1
A3AU06ALY66R7V,"['3A1COHJ8NJV43OLHAEY4DMVES6NH8X', '3DIP6YHAPCSSJEUFKDQYSJY10QV8E8']",3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
A3R301793RRW5E,['3FTYUGLFSUL44QXDQK8BAH6PYNJD56'],5,3,5,5,4,5,5,3,3,5,5.0,1
A2CSV75E3JT58Y,"['33C7UALJVLYTZD038PVJLZF7BGX18M', '33LK57MYLT58DT0KUYAGUKZK0PDZS5', '3L4D84MILZSTN5H01IVV2C4S8GJJHJ']",2,2,2,2,2,2,2,2,2,2,2.0,3
AU76BTADWVVT0,['3PJUZCGDJ6GBOI3YC2AC05XQ9SL892'],2,2,2,2,2,2,2,2,2,2,2.0,1
A26NOW16GA6U33,['3OVR4I9USPJGXGXIH1VL5O7AH7NQ4V'],5,5,5,5,5,5,4,5,5,5,5.0,1
A221J0YB28SBLI,['3R3YRB5GRF3NRYKG7BPHSSQZC1RUAF'],2,2,2,2,2,2,2,2,2,2,2.0,1
ABX075FF0MKPY,"['3AAPLD8UCCHN18D5DC9Z4IR16IRHT3', '32M8BPYGATMJSY2JZUSD5BDRG13IGT']",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2
A3463BP7KYYQF,['3HFNH7HEMHEW9WQ2C2XMED4D7BPQG9'],5,5,5,5,5,5,5,2,2,5,5.0,1
A362KR2P99LIKI,['379J5II41OGNYLEYE2Z2XOK7KP2EL6'],3,2,2,2,2,2,2,2,2,2,2.0,1
A35TJXVTZBLWMP,['3COPXFW7XBCGB6L62G3CC06W9WRKPM'],5,5,5,5,5,5,5,5,5,5,5.0,1
A1ORPX4AK44JN5,['3IX2EGZR7BJ6CZV3XN7PGG6YVPNJRM'],3,3,3,3,2,3,3,3,3,3,3.0,1
ALOYY3E72AQ1K,['3NXNZ5RS1AX7O4YF2XI6M51VY8H97I'],3,3,2,3,3,3,3,3,3,3,3.0,1
A3DYCWVN5J8D2A,['3EA3QWIZ4IVNX3OPJURK4USG6VVITM'],5,5,5,5,5,5,5,5,5,5,5.0,1
A1L3XBD6D9A54J,"['3FTYUGLFSUL44QXDQK8BAH6PYO05DH', '3LOTDFNYA7ZVFTQTDRQAOHMNUYIFWH']",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2
A322TINLQJUMOG,"['3VNL7UK1XFJ3NCMZIMLZ1XFOQ4VTF0', '30H4UDGLT2IB1UL9NSGSRDY0Y2NMPW']",2.0,2.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
AYI8QPX2F8XF1,"['3LRKMWOKB5HF8UJM0JVA32MG2WD2Z6', '3AAJC4I4FGSFEQHU74122J8X47YZJP']",2.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
AGQ9OEI9LOVZY,"['36AHBNMV1RC26E7X1MD8LE4ITS1YDL', '3TK8OJTYM1LURHFI1KHJE9HDPU1VPM']",4.5,4.0,5.0,4.5,4.0,4.5,5.0,5.0,5.0,4.5,5.0,2
A3P7XF4LBBEWW,['3HYA4D452RJ93DSMZ7130A6YQRPF21'],4,3,3,3,3,3,3,3,3,3,3.0,1
ANSYIGRBK8D0O,['3WETL7AQWT86MYVGXV2ZX8KD7AA35E'],5,5,5,5,2,2,2,2,2,2,2.0,1
A22MLCAHEV0UTS,['30JNVC0OR9KA9SLDW8F4ZDGEMBNQHT'],5,5,5,5,5,5,5,5,5,5,5.0,1
A2BNKLTYKMRUHG,['3DH6GAKTYYP59FCTT425C6NLHAAZYK'],2,2,2,2,3,2,2,2,2,2,2.0,1
A2AY4ZM3Y9BTYZ,"['3SKEMFQBZ35V5EMPGZ11QEB6KMY8KX', '3PS7W85Z8Z2UM2VMF0L7R1TDN57T9D']",2.5,2.5,2.5,3.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2
A1ZQ4Q7DXAE35B,['39U1BHVTDLR87066YRKX0OQRNDTT3S'],4,2,2,2,2,5,2,2,4,5,2.0,1
A2I2TXZZ937ALB,['3GU1KF0O4I1FI3HCW3QJDXN6M3IBPV'],5,5,5,5,5,5,5,5,5,5,5.0,1
A2BWKIJXF7FQF5,['3GFK2QRXX9H3DWX47FD125VA5395WR'],2,2,2,2,2,2,2,2,2,2,2.0,1
A3PJXTE22NL72H,"['33C7UALJVLYTZD038PVJLZF7BG218R', '3OS4RQUCR9F3RQSII0UE1392KWKBFF']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
A2QKAA5YS0P4CI,['3OHYZ19UGC5SET0JBPD8TMYAUG9OA4'],5,5,5,5,5,5,5,5,5,5,5.0,1
A2P4ZXMWYVCAWB,['3483FV8BEEJDKKZBYEYZ64TLXSF62I'],5,5,5,5,5,5,5,5,5,5,5.0,1
A2CV8U1O163OY8,['3GM6G9ZBKNX9TMEG49PCWNZXN4OTMM'],2,2,3,2,3,3,2,2,2,2,2.0,1
A3NQCQFCEMUSUO,['3M0BCWMB8VW52CED8P4E5RV2FZRWBF'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1OF6YSZFJCQUK,['3HUTX6F6VUN39Q5FYAKTN4FCIRBO2P'],5,4,3,4,3,3,3,5,3,4,3.5,1
A1B8K6G2VTYDTZ,['373ERPL3YO80Q2R89HLTIMT7TRCRTX'],2,2,2,2,2,2,2,2,2,2,2.0,1
A2TLYWXDRS6D25,['34Q075JO1XDBHOV0DLI4SK9PSIP103'],4,4,4,3,3,3,3,3,3,3,3.0,1
A105K8XW0ZZ7AF,['30H4UDGLT2IB1UL9NSGSRDY0Y1PPMZ'],5,5,5,5,5,3,3,2,3,2,4.0,1
A2PRUPHO8S97XV,['3BDCF01OGXUL4QVPE3BW4RCN214LYP'],5,3,3,3,3,3,3,3,3,3,3.0,1
AGQ5ZS3VDSTFX,['3NOKK93PR189SF46XGCYKTUNBS2EEK'],2,2,2,2,2,2,2,2,2,2,2.0,1
A15GDVKMYRUPRC,['3YJ6NA41JBGL0MFOKV30BL6JU70PJ1'],5,5,5,5,5,5,5,5,5,5,5.0,1
