HITID,convo_1,convo_2,convo_3,convo_4,convo_5,convo_6,convo_7,convo_8,convo_9,convo_10
3N7PQ0KLI5P4WXRGIUQ1DIU1W9H3EZ,"['<b>A:</b> This is a nice neighborhood.', '<b>B:</b> The streets are clean and quiet.']","['<b>A:</b> I am so hungry.', '<b>B:</b> Me too. My stomach is growling.']","['<b>A:</b> You sure bought a lot of Christmas lights!', '<b>B:</b> I want the house to be shining this Christmas!']","['<b>A:</b> People say that everybody loves Obama.', '<b>B:</b> Well, more than 50 million people voted for McCain.']","['<b>A:</b> Give me your lunch money.', '<b>B:</b> Stop it or you will be sorry.']","[""<b>A:</b> Here are the books I'm returning."", ""<b>B:</b> Looks like they're late. The late fee is $5.""]","['<b>A:</b> That was a nice funeral.', '<b>B:</b> Yes, dad, it was.']","['<b>A:</b> This is the hottest summer ever.', '<b>B:</b> I bet you could fry an egg on the sidewalk!']","['<b>A:</b> Can I have you license and registration, sir?', '<b>B:</b> What seems to be the problem, officer?']","['<b>A:</b> I just came back from eating at the new steak place.', ""<b>B:</b> Oh, I've been wanting to go there. How was it?""]"
3TLFH2L6Y9OH0YDU4P1RTUPAT53T23,"['<b>A:</b> I like this magazine.', '<b>B:</b> So do I.']","['<b>A:</b> That child just darted across the street!', '<b>B:</b> His mother should have been holding his hand!']","['<b>A:</b> You should add me on Facebook.', ""<b>B:</b> I don't have a Facebook.""]","['<b>A:</b> Is that boy you walk home with your brother?', ""<b>B:</b> No, he's my neighbor.""]","['<b>A:</b> Why is there a sticker over your webcam lens?', ""<b>B:</b> I don't trust the computer company.""]","['<b>A:</b> Hello, I would like to schedule an appointment to view the apartment.', '<b>B:</b> Sure thing. What is your name?']","['<b>A:</b> Hi! How are you?', ""<b>B:</b> I'm doing good. Hey, did you apply for the job?""]","['<b>A:</b> Have you ever flown on an airplane?', ""<b>B:</b> Yes, I've flown in planes many times.""]","['<b>A:</b> The lunch menu is so bad today.', '<b>B:</b> What is the cafeteria serving?']","['<b>A:</b> I wish I could touch the clouds.', '<b>B:</b> I bet they would be soft like cotton candy.']"
3538U0YQ1FUW2BRCD5A7V0F18AW3FH,"['<b>A:</b> Is this Gage Avenue?', '<b>B:</b> No, this is Florence Avenue.']","[""<b>A:</b> I can't wait until I graduate."", '<b>B:</b> Me too.']","['<b>A:</b> My parents are divorced.', '<b>B:</b> So are mine.']","[""<b>A:</b> How long have we've been waiting for this bus?"", ""<b>B:</b> Almost one hour. I think it's late.""]","['<b>A:</b> I have an extra ticket to the Beyonce concert on Friday.', ""<b>B:</b> That's nice.""]","['<b>A:</b> Why are you taking pictures of yourself?', '<b>B:</b> I need a profile picture.']","['<b>A:</b> Thank you for coming so quickly.', '<b>B:</b> What seems to be the problem?']","['<b>A:</b> Did you get the invitation to my party?', '<b>B:</b> The invitation came in the mail yesterday.']","['<b>A:</b> Does your girlfriend ever make you angry?', '<b>B:</b> Sometimes.']","[""<b>A:</b> I'm in love with that girl."", '<b>B:</b> Have you told her?']"
3NSM4HLQNRUL01NNPWXXK7CQP4IQQ0,"['<b>A:</b> Did you watch that golf tournament?', '<b>B:</b> The one that Tiger won?']","['<b>A:</b> I saw a scary article online today.', '<b>B:</b> What was it about?']","['<b>A:</b> Can we go to the baseball game?', '<b>B:</b> Of course.']","[""<b>A:</b> Good morning, Alice. Today's the big day!"", '<b>B:</b> Yes, it is. Are we ready for this?']","['<b>A:</b> We need to talk.', ""<b>B:</b> You're breaking up with me.""]","[""<b>A:</b> What is that you're eating?"", ""<b>B:</b> It's a house salad.""]","[""<b>A:</b> There's something wrong with my right hand."", ""<b>B:</b> What's wrong with it?""]","[""<b>A:</b> The girls at school don't want to be my friends."", ""<b>B:</b> Why don't they want to be your friends?""]","['<b>A:</b> Oh no, another pimple on my face.', '<b>B:</b> Pimples suck.']","['<b>A:</b> You sure are buying a lot of stuff!', ""<b>B:</b> It's all the equipment I need for basketball.""]"
33EEIIWHK77D59J4BVR7QUBY6WXVQZ,"['<b>A:</b> I hate proxy voting.', ""<b>B:</b> What's proxy voting?""]","[""<b>A:</b> Here are the books I'm returning."", ""<b>B:</b> Looks like they're late. The late fee is $5.""]","['<b>A:</b> Excuse me. I would like to get a transfer.', '<b>B:</b> Do you have your day pass with you?']","['<b>A:</b> I have a 89.5%.', '<b>B:</b> Okay, so what?']","['<b>A:</b> Why is this soccer ball pink?', '<b>B:</b> I bought it at the breast cancer fair.']","['<b>A:</b> I think I stepped on a snail.', '<b>B:</b> Did you feel something crunch under your shoes?']","['<b>A:</b> We had a problem at school.', '<b>B:</b> What was the problem?']","['<b>A:</b> Hello, my name is Sally. I am hoping you could help me.', ""<b>B:</b> Of course I can, that's what I'm here for.""]","['<b>A:</b> Son, come here please.', '<b>B:</b> What is it, mother?']","['<b>A:</b> There is garbage all over the ground!', '<b>B:</b> Those raccoons knocked over the trash cans again.']"
3DA79LNS59V6LG9D8PFWC4U2ZJ3T3E,"[""<b>A:</b> You're watching too much TV."", '<b>B:</b> What do you mean?']","['<b>A:</b> I was hoping you could help me.', ""<b>B:</b> I'll try. What help do you need?""]","['<b>A:</b> I have a problem.', '<b>B:</b> Tell me about it.']","['<b>A:</b> You seem a little lost. Can I be of some assistance?', '<b>B:</b> That would be nice of you. I just have one question.']","['<b>A:</b> May I turn in my homework tomorrow?', ""<b>B:</b> It's due today.""]","['<b>A:</b> I have a date tomorrow night.', '<b>B:</b> Really? Who with?']","['<b>A:</b> What is this returned check fee on my statement?', '<b>B:</b> It means you bounced a check.']","['<b>A:</b> My university is passing out fliers for health insurance.', ""<b>B:</b> Mine, too. If I don't choose, I'll get Obamacare.""]","['<b>A:</b> Where do you want to go eat?', ""<b>B:</b> I'm not sure. Wait, watch out! The light is red!""]","['<b>A:</b> I thought you were going to cook dinner today.', ""<b>B:</b> I've been working all day.""]"
37VHPF5VYC3B0WD8YKF2EB29RJW8C3,"['<b>A:</b> Excuse me, sir. How much for this lamp?', ""<b>B:</b> I'll sell it to you for $50.""]","['<b>A:</b> Give me a hug.', ""<b>B:</b> I'm not in the mood.""]","[""<b>A:</b> What is that you're riding?"", ""<b>B:</b> It's my new riding lawn mower.""]","['<b>A:</b> I really like your shoes.', '<b>B:</b> Thank you!']","['<b>A:</b> Wait a second. Where am I?', ""<b>B:</b> You're in Los Angeles.""]","['<b>A:</b> Excuse me, miss!', '<b>B:</b> Yes, what can I do for you?']","['<b>A:</b> Make a right turn here.', ""<b>B:</b> Watch out, there's a person walking.""]","['<b>A:</b> Hello, 911? I need an ambulance.', ""<b>B:</b> What's the situation?""]","[""<b>A:</b> It's finally lunch time!"", ""<b>B:</b> I've been counting the minutes.""]","['<b>A:</b> How are you enjoying your evening?', '<b>B:</b> I am enjoying it very much, thank you.']"
3MGHRFQY2LP6LA9AZ8KCINOAB920YG,"['<b>A:</b> Come inside my apartment! Make yourself feel at home.', '<b>B:</b> Thank you for letting me visit you today.']","['<b>A:</b> Tomatoes are so strange.', ""<b>B:</b> What's so weird about them?""]","['<b>A:</b> Can you make dinner for your sister tonight?', '<b>B:</b> Aw, she only eats macaroni and cheese!']","[""<b>A:</b> Hello. I'm new to the apartments. I have a question."", '<b>B:</b> Hello, and welcome. What do you need to know?']","['<b>A:</b> Did you read this article?', '<b>B:</b> What article?']","['<b>A:</b> I met someone online yesterday.', '<b>B:</b> Who is it?']","['<b>A:</b> This is 911. What is your emergency?', '<b>B:</b> I think my wife just had a stroke or a heart attack.']","['<b>A:</b> Are you wearing those shoes with your suit?', '<b>B:</b> Yes. Is there something wrong with that?']","[""<b>A:</b> I don't have any clean laundry for tomorrow!"", '<b>B:</b> Well, you should do your laundry then.']","[""<b>A:</b> I'm so tired today."", '<b>B:</b> Did you stay up late watching TV again?']"
31SIZS5W59FLC22N2BMXPXMVLQKQR1,"[""<b>A:</b> I'm trying to get to the city of Lakewood. Does this bus take me there?"", ""<b>B:</b> No, I'm sorry. You're going to have to make a transfer.""]","['<b>A:</b> I have to go back upstairs.', ""<b>B:</b> Why? We're already late.""]","[""<b>A:</b> Thank you for coming in today. I'll see you next week."", '<b>B:</b> Excuse me, instructor. May I speak with you for a moment?']","['<b>A:</b> What have you done to my hair?', '<b>B:</b> I did exactly what you told me to do.']","['<b>A:</b> Apartments are so expensive these days.', '<b>B:</b> Only rich people can afford to live in them.']","['<b>A:</b> I have so many places to go today.', '<b>B:</b> Are you planning on taking the bus?']","['<b>A:</b> What time does your plane leave?', '<b>B:</b> It leaves at 12:15.']","[""<b>A:</b> I'm going to send a drink to that girl."", ""<b>B:</b> Don't do it!""]","['<b>A:</b> Gravity is very important.', '<b>B:</b> What is gravity?']","[""<b>A:</b> I'd like to make a deposit."", '<b>B:</b> Will you be putting this deposit towards the fees you owe?']"
3HEADTGN2PSDHAY4OAG7VKL32IZVR0,"[""<b>A:</b> Let's go get lunch!"", '<b>B:</b> Where do you want to go?']","[""<b>A:</b> That was an excellent meal. Don't you think so, Judy?"", '<b>B:</b> Absolutely! I especially liked the dessert.']","[""<b>A:</b> Hey Dennis, this is Ron. How's it going?"", ""<b>B:</b> Hi, Ron. I'm looking for a summer job. I was hoping you could help me.""]","['<b>A:</b> Public restrooms gross me out.', ""<b>B:</b> They're not always bad.""]","['<b>A:</b> I think Jamie is very handsome.', ""<b>B:</b> Well, you can't talk to him.""]","['<b>A:</b> Have you been in your room all day?', '<b>B:</b> Yes, I have been staying in my room.']","['<b>A:</b> They call him Father Dollar Bill.', '<b>B:</b> Yes, he was on the TV news today.']","['<b>A:</b> I have decided not to transfer.', '<b>B:</b> Why not? You kept saying you wanted to.']","[""<b>A:</b> Let's go to the animal shelter."", '<b>B:</b> What do you want to do?']","['<b>A:</b> I want to contest some charges I see on my account.', '<b>B:</b> Do you think your account has been compromised?']"
3WGZLY9VCHML5OJMYGADYHKRCJ88D3,"['<b>A:</b> Do you want to meet up for lunch?', '<b>B:</b> Sure, where are we going?']","[""<b>A:</b> Boy, I'm glad that job is finished."", '<b>B:</b> How long did it take?']","['<b>A:</b> I have a few questions regarding the neighborhood.', ""<b>B:</b> Alright, let's hear them.""]","['<b>A:</b> Plane tickets are so expensive!', ""<b>B:</b> I can't afford to fly to San Francisco.""]","['<b>A:</b> I missed my connecting flight to Washington D.C.', '<b>B:</b> How did you miss your flight?']","[""<b>A:</b> Where's the pencil sharpener?"", '<b>B:</b> Which one?']","['<b>A:</b> I made a terrible mistake!', ""<b>B:</b> What's the problem?""]","[""<b>A:</b> I can't believe how long this line is."", ""<b>B:</b> This is a popular restaurant, isn't it?""]","['<b>A:</b> I have to go to the bathroom.', ""<b>B:</b> Why didn't you go before we left?""]","['<b>A:</b> I need new clothes.', '<b>B:</b> What kinds of new clothes?']"
3HA5ODM5KASPIPYH3ZGCLUQZOKIVSO,"['<b>A:</b> Can I check in here at the curb?', '<b>B:</b> Sure! Do you have any bags you need to check in?']","['<b>A:</b> I have lots of friends.', '<b>B:</b> Really? How many do you have?']","['<b>A:</b> What are you wearing to the banquet tomorrow?', ""<b>B:</b> I'm not sure yet. What about you?""]","[""<b>A:</b> Do you know John's address?"", ""<b>B:</b> No, I don't. Why do you need it?""]","['<b>A:</b> Did you hear about the dog ban?', '<b>B:</b> No, what dog are they banning?']","[""<b>A:</b> I need to get to the airport by 6 o'clock."", ""<b>B:</b> That's in less than 45 minutes. You'll never make it.""]","['<b>A:</b> Bears are invading our neighborhoods.', ""<b>B:</b> Of course they are. They're starving to death.""]","['<b>A:</b> Why are you using crutches?', '<b>B:</b> Can you keep a secret?']","['<b>A:</b> Poetry sucks.', ""<b>B:</b> I don't know anyone who likes it.""]","['<b>A:</b> Are you going to go out with John?', '<b>B:</b> No, I decided not to.']"
3RBI0I35XE322287IV2VKLMHELLY38,"['<b>A:</b> I love peanuts.', '<b>B:</b> Me, too. I love them roasted and salted.']","['<b>A:</b> How long have you had your license?', '<b>B:</b> Only two days.']","['<b>A:</b> Hello, may I speak to Susan, please?', '<b>B:</b> Yes, this is Susan.']","['<b>A:</b> I really like this house.', '<b>B:</b> Can we afford it?']","['<b>A:</b> I eat the same thing every day.', ""<b>B:</b> You're kidding.""]","['<b>A:</b> How many universities are you applying to?', ""<b>B:</b> I'm applying to 12 universities.""]","['<b>A:</b> You sure are buying a lot of snacks.', ""<b>B:</b> That's because I'm going on a long car trip.""]","[""<b>A:</b> Hey, what's that you're eating?"", ""<b>B:</b> It's steamed rice cake. My grandma made it.""]","['<b>A:</b> So what are we doing on Saturday?', ""<b>B:</b> I don't have anything planned.""]","['<b>A:</b> James, eat your candy after dinner, please.', '<b>B:</b> I just want to eat a little now.']"
3HYV4299H0WQXUXMUBLX4Z2CCV98EW,"['<b>A:</b> This line is so long!', ""<b>B:</b> We've been waiting for almost an hour!""]","['<b>A:</b> This is a huge library.', '<b>B:</b> Yes, it has lots of rooms and lots of space.']","['<b>A:</b> I hate shaving.', '<b>B:</b> Me too.']","['<b>A:</b> Why are you bringing a map?', ""<b>B:</b> I don't want to get lost on our hike.""]","[""<b>A:</b> I'll pick you up at the airport when you come back from your business trip."", ""<b>B:</b> I'm taking the red-eye, so I land early in the morning.""]","['<b>A:</b> Parking at school is impossible.', ""<b>B:</b> I'll say.""]","['<b>A:</b> I used to work in a deli.', '<b>B:</b> How did you like it?']","['<b>A:</b> I want to file a wrongful arrest lawsuit.', '<b>B:</b> What proof do you have that you were wrongfully arrested?']","['<b>A:</b> Do you want to come with me to Walmart?', '<b>B:</b> What do you need to buy?']","['<b>A:</b> That election for U.S. Senator stunk.', '<b>B:</b> What do you mean?']"
3D5G8J4N5A4QXPBWSZL2VZMLQ3WVTD,"['<b>A:</b> What bus do we need to take?', '<b>B:</b> We need to take the Metro.']","[""<b>A:</b> I'm bored."", ""<b>B:</b> What's on TV?""]","['<b>A:</b> Do you live in the dorms?', '<b>B:</b> Yes, I do.']","[""<b>A:</b> I can't believe today is the last day of our vacation."", '<b>B:</b> We should shop for some souvenirs to bring back home to our friends.']","[""<b>A:</b> It's time for your bath, young lady."", ""<b>B:</b> But, Mom, I'm not dirty.""]","['<b>A:</b> Are you okay? You look really sad.', ""<b>B:</b> I'm homesick. I feel so out of place here.""]","[""<b>A:</b> I'm so frustrated. I can't find any books on my research topic at my library."", ""<b>B:</b> Why don't you try a different library?""]","[""<b>A:</b> Thank you for coming in today. I'll see you next week."", '<b>B:</b> Excuse me, instructor. May I speak with you for a moment?']","['<b>A:</b> So, how much is the ticket going to cost?', ""<b>B:</b> Well, it's going to be $200.""]","['<b>A:</b> I am going to get the spaghetti.', ""<b>B:</b> I don't know what to get.""]"
31KPKEKW4ADA82GZPG6SACQ9Q0KB0C,"['<b>A:</b> Everything is going wrong today.', '<b>B:</b> Well, at least the weather is nice.']","['<b>A:</b> This is 911. What is your emergency?', '<b>B:</b> I think my wife just had a stroke or a heart attack.']","['<b>A:</b> I want to move to New York.', '<b>B:</b> To the state or the city?']","['<b>A:</b> Oh no! I lost my ticket!', '<b>B:</b> Was it an all-day pass?']","[""<b>A:</b> I'm glad you came to talk to me today."", '<b>B:</b> You kind of forced me to.']","['<b>A:</b> They say he has started fifteen big fires.', ""<b>B:</b> He's been in jail three times already.""]","['<b>A:</b> My parents tell me I can only date after college.', '<b>B:</b> That is ridiculous.']","['<b>A:</b> The forecast said it would rain tomorrow.', '<b>B:</b> Why do you sound so excited?']","['<b>A:</b> Is this Gage Avenue?', '<b>B:</b> No, this is Florence Avenue.']","['<b>A:</b> I saw the pictures of your date yesterday.', ""<b>B:</b> It wasn't a date.""]"
31ODACBENUFXDH20H0M2F7RR7S3QSP,"['<b>A:</b> Have you ever heard of poison ivy?', ""<b>B:</b> Isn't that a super villain?""]","[""<b>A:</b> I'm so glad you could squeeze me into your schedule today, doctor."", '<b>B:</b> Sure, what seems to be the problem?']","['<b>A:</b> Did you book the hotel for the trip?', '<b>B:</b> Yes and it comes with something extra!']","[""<b>A:</b> I'm applying to transfer out of this college."", ""<b>B:</b> I'm going to miss you. ""]","[""<b>A:</b> I'm going to quit school."", ""<b>B:</b> I don't recommend that.""]","['<b>A:</b> Who let the dog inside?', ""<b>B:</b> I did. What's the problem?""]","['<b>A:</b> Are you excited for the first day of school?', '<b>B:</b> No. I am very afraid.']","[""<b>A:</b> I don't like riding the bus."", '<b>B:</b> Why not?']","['<b>A:</b> This is the perfect house for us!', '<b>B:</b> It has all the bedrooms we need!']","[""<b>A:</b> This is the first time I've ever had to do a timesheet."", ""<b>B:</b> Well, they're very easy to do.""]"
341H3G5YF0E6Q0JFVUMVWUXCH360Z7,"['<b>A:</b> Look at this traffic.', ""<b>B:</b> I'd rather not.""]","['<b>A:</b> Quick! Get in here and wait out the storm!', '<b>B:</b> Oh, my word. Thank you so much.']","['<b>A:</b> Have you seen our waiter?', '<b>B:</b> Here he comes now.']","['<b>A:</b> I forgot my house key!', '<b>B:</b> How are we supposed to get into the house?']","['<b>A:</b> Let’s go jogging.', '<b>B:</b> That’s a good idea.']","['<b>A:</b> You want to go for a walk?', '<b>B:</b> Sure! Where to?']","['<b>A:</b> What are you playing?', ""<b>B:</b> I'm playing a new game I bought yesterday.""]","['<b>A:</b> I bought you a pair of pants.', '<b>B:</b> Thank you.']","['<b>A:</b> I hate to fly.', '<b>B:</b> Because of all the security?']","['<b>A:</b> I am never asking girls out again.', ""<b>B:</b> That's crazy talk.""]"
31MCUE39BKM2GBN7OPGPDLFD9PW3GG,"['<b>A:</b> Hello, may I please talk to a store manager?', '<b>B:</b> Yes. What seems to be the problem?']","['<b>A:</b> It sure is windy today.', '<b>B:</b> Paper is flying everywhere.']","['<b>A:</b> Put your seatbelt on.', '<b>B:</b> Why?']","['<b>A:</b> This bus is amazing!', ""<b>B:</b> It's so big!""]","[""<b>A:</b> Welcome to Sarah's Sandwiches!"", ""<b>B:</b> Hi! I don't know where to start.""]","['<b>A:</b> I need a job.', '<b>B:</b> I thought you had a job.']","['<b>A:</b> I just read your proposal.', '<b>B:</b> What did you think about it?']","[""<b>A:</b> I don't like walking in the dark."", '<b>B:</b> The city is so creepy at night.']","['<b>A:</b> I want to take off my shirt.', '<b>B:</b> Why do you want to do that?']","['<b>A:</b> Good afternoon! This is the Beach Palace Hotel. How can I help you?', '<b>B:</b> Do you have any rooms available for this weekend?']"
322ZSN9Z5GKR3CSH83KFM9M8DJZT4Z,"['<b>A:</b> That is a beautiful house.', ""<b>B:</b> I don't like it.""]","['<b>A:</b> Did you wipe your feet? ', '<b>B:</b> Yes, of course I wiped my feet.']","['<b>A:</b> I would like to reserve The Hunger Games. ', '<b>B:</b> Everyone wants to reserve that book these days.']","[""<b>A:</b> You know you can't park here, right?"", '<b>B:</b> Listen, I had to talk to my friend really quickly, and there was no parking spaces.']","['<b>A:</b> My baseball game starts at 2 p.m. today. Will you be there?', '<b>B:</b> Yes, I will definitely be there.']","['<b>A:</b> I just got my first ATM card.', ""<b>B:</b> That's great. Do you know how to use it?""]","['<b>A:</b> I checked the whole car, and it has some problems.', '<b>B:</b> What kind of problems does it have?']","['<b>A:</b> Hi sir, what can I get you today?', ""<b>B:</b> I'll have one glass of iced tea.""]","[""<b>A:</b> I'm here to have some blood tests done."", '<b>B:</b> We take all the samples in the back room, so please follow me.']","[""<b>A:</b> You can't take pool toys into the ocean."", '<b>B:</b> Why not? I want to drift in the water.']"
306996CF6WKAFR1HLZASOH9JVSQB1F,"['<b>A:</b> I have a big surprise for you!', '<b>B:</b> Is it a new toy?']","['<b>A:</b> Did you hear about the ID enforcement?', ""<b>B:</b> No, what's that?""]","['<b>A:</b> Hi! Can I get a pizza slice, please?', ""<b>B:</b> Sure, is there anything else you'd like?""]","[""<b>A:</b> Hello, Mr. Smith. It's nice to finally meet you."", '<b>B:</b> Likewise, Mrs. Jones. Please sit down.']","['<b>A:</b> There are so many buses going to Montebello.', '<b>B:</b> There are many places in Montebello.']","['<b>A:</b> Can Spotty be in the family picture, too?', '<b>B:</b> No, he cannot. Dogs are pets, not family.']","['<b>A:</b> I got ripped off.', '<b>B:</b> What happened?']","[""<b>A:</b> Let's go on a double date."", ""<b>B:</b> I don't think that's a good idea.""]","['<b>A:</b> I have a problem with the checking account I have at this bank.', '<b>B:</b> What seems to be the problem?']","['<b>A:</b> How many cups of coffee have you had today?!', ""<b>B:</b> I don't know, three, maybe?""]"
3ZUE82NE0A1I38XIPM53MHNCOWO8FE,"['<b>A:</b> I think David is running a fever.', '<b>B:</b> What should we do? His parents are not here.']","['<b>A:</b> Hi! Sorry I took so long to meet you.', ""<b>B:</b> That's alright, we have plenty of time.""]","['<b>A:</b> Is that the costume you made for the expo?', ""<b>B:</b> Yes, it is. I can't wait to wear it!""]","['<b>A:</b> Wow, this place is amazing.', '<b>B:</b> Is this your first time here?']","[""<b>A:</b> I'm sorry, but your card was declined."", '<b>B:</b> This is my ATM card and I know I have money in my account.']","['<b>A:</b> The parking permit is $200 per semester, right?', ""<b>B:</b> It's actually $300.""]","['<b>A:</b> Where do you live?', '<b>B:</b> I live in Pasadena.']","['<b>A:</b> You have pretty eyes.', '<b>B:</b> Thank you. So do you.']","['<b>A:</b> Did you get your Official Sample Ballot?', '<b>B:</b> Yes, with the Voter Instructions.']","['<b>A:</b> The police need our help finding a robber.', '<b>B:</b> How do you know?']"
3EPG8DX9LKQB733A5RU5MRRPOCA5PC,"['<b>A:</b> Hey, can I get a ride?', ""<b>B:</b> I don't know you very well.""]","['<b>A:</b> Old movies are the best.', ""<b>B:</b> Even though they're in black and white.""]","['<b>A:</b> Good Morning! EDD, how can I help you?', '<b>B:</b> Hello, I recently lost my job. Can I file for unemployment?']","['<b>A:</b> Excuse me, sir?', '<b>B:</b> Yes, is there a problem?']","['<b>A:</b> I hope you are on your way to vote right now.', ""<b>B:</b> I am. And I'm actually voting for you!""]","['<b>A:</b> My dad bought me a can of pepper spray.', ""<b>B:</b> Isn't that what police use on bad guys?""]","['<b>A:</b> How do you plea to the charges?', '<b>B:</b> I plead not guilty.']","['<b>A:</b> Do you like sports?', '<b>B:</b> Of course I do!']","['<b>A:</b> I have to tell you something.', '<b>B:</b> What is it?']","['<b>A:</b> I love salads.', '<b>B:</b> Me too.']"
3KQC8JMJGCSGG7II8VY7YLREOP93HF,"[""<b>A:</b> Would you be interested in donating to our candidate's campaign today?"", '<b>B:</b> Maybe. Can you tell me more about why you are raising money?']","['<b>A:</b> Do animals talk to each other?', '<b>B:</b> Of course they talk to each other.']","[""<b>A:</b> Where's the car?"", '<b>B:</b> What do you mean?']","[""<b>A:</b> I can't unlock the door!"", ""<b>B:</b> Maybe it's because the key is brand new.""]","['<b>A:</b> Are you going to camp this summer?', ""<b>B:</b> I don't think so.""]","['<b>A:</b> Did you hear what happened to Marie?', '<b>B:</b> I have no idea what happened. Is she okay?']","['<b>A:</b> That is a beautiful dress you are wearing.', '<b>B:</b> Thank you. It was a gift from my husband.']","['<b>A:</b> Do you believe everything you hear?', ""<b>B:</b> I don't believe anything I don't see with my own eyes.""]","['<b>A:</b> Hello, is this the Smith residence?', ""<b>A:</b> David! Clean your room. It's filthy!""]","['<b>A:</b> Did you hear what happened to Marie?', '<b>B:</b> I have no idea what happened. Is she okay?']"
38G0E1M85M55X2QLS4BC0V8N9H3VU4,"['<b>A:</b> Why is there so much crime?', ""<b>B:</b> Because parents don't teach their kids right from wrong.""]","['<b>A:</b> Thank you for coming so quickly.', '<b>B:</b> What seems to be the problem?']","[""<b>A:</b> Hello, I'm here to renew my registration."", '<b>B:</b> Okay, may I please have your renewal notice?']","['<b>A:</b> Do you know any good jokes?', ""<b>B:</b> I can't remember jokes.""]","[""<b>A:</b> I can't pay for the ticket."", ""<b>B:</b> Why can't you pay for the ticket?""]","['<b>A:</b> You should put away those chips.', ""<b>B:</b> Why? I'm hungry.""]","['<b>A:</b> Oh, I am so tired.', '<b>B:</b> I know what you mean.']","['<b>A:</b> I need to make an appointment to see Dr. Taylor.', '<b>B:</b> Are you already a patient of Dr. Taylor?']","[""<b>A:</b> I can't pay for the ticket."", ""<b>B:</b> Why can't you pay for the ticket?""]","['<b>A:</b> Is there a copy machine for guests?', '<b>B:</b> Yes, we have copy machines in our business center, which is to your right.']"
3MQY1YVHS3KH4CJD43A6T0JONY4B2W,"[""<b>A:</b> I'm bored. Do you want to do something?"", '<b>B:</b> What did you have in mind?']","['<b>A:</b> I just missed my bus!', '<b>B:</b> Oh no! What are you going to do?']","['<b>A:</b> A new hotel is looking for workers.', '<b>B:</b> Yes, I saw it on the TV news.']","['<b>A:</b> Did you do the laundry?', '<b>B:</b> Yes, I did.']","[""<b>A:</b> What's the weather like?"", ""<b>B:</b> I don't know. I just woke up.""]","['<b>A:</b> Wow! Our order is sure taking long.', ""<b>B:</b> Yes, it is. It's been nearly 45 minutes now.""]","[""<b>A:</b> They're really trying hard to get teenagers to vote!"", '<b>B:</b> I love the commercials on television about it!']","['<b>A:</b> Do you have a girlfriend?', ""<b>B:</b> No, I don't. Do you?""]","['<b>A:</b> The man getting on the bus is in a wheelchair.', '<b>B:</b> The driver has to adjust the seats.']","[""<b>A:</b> We can't afford this house."", '<b>B:</b> Are you sure?']"
386659BNTLH9V4Y7NJD340D04OT10J,"['<b>A:</b> Have you seen my mailbox key lying around somewhere?', ""<b>B:</b> No, I'm sorry. Where did you last leave it?""]","[""<b>A:</b> Ah!! I've got a cramp in my foot!"", '<b>B:</b> Stop swimming and roll onto your back!']","[""<b>A:</b> Let's go to the beach."", ""<b>B:</b> That's a great idea.""]","['<b>A:</b> Excuse me. Can I borrow your fabric softener?', '<b>B:</b> Of course, take as much as you need.']","['<b>A:</b> Lunch was delicious.', '<b>B:</b> Thank you.']","['<b>A:</b> Golf is so hard.', ""<b>B:</b> What's so hard about hitting a little white ball?""]","['<b>A:</b> Hey Professor Lopez, I need a favor.', '<b>B:</b> What kind of favor?']","[""<b>A:</b> Boy, it's chilly outside, isn't it?"", '<b>B:</b> It sure is.']","['<b>A:</b> This is the perfect birthday cake for my son!', '<b>B:</b> What day do you need the cake?']","[""<b>A:</b> Did you get invited to Wanda's party this Sunday?"", '<b>B:</b> I did. I even went shopping for a new outfit.']"
3VDI8GSXAFTOH8TD06BL42NOPBO8GD,"['<b>A:</b> Some people have good noses.', '<b>B:</b> I wish I had a good nose. Mine is way too big.']","['<b>A:</b> Where do I buy my bus ticket?', '<b>B:</b> You buy it in the bus.']","['<b>A:</b> Excuse me! Can you please help me?', ""<b>B:</b> What's the problem?""]","['<b>A:</b> How do I get that boy to like me?', '<b>B:</b> Just be yourself, and act naturally around him.']","['<b>A:</b> I went to an interesting rave last night.', '<b>B:</b> What was so interesting about it?']","['<b>A:</b> How long have you been watching T.V.?', '<b>B:</b> About 10 hours.']","['<b>A:</b> What are some of the best things to see in this city?', '<b>B:</b> If you want to go sightseeing, we have a tour that leaves from the hotel.']","['<b>A:</b> This chicken is so plain.', '<b>B:</b> I agree with you.']","['<b>A:</b> Are you ready to go home?', ""<b>B:</b> I can't go home yet.""]","['<b>A:</b> I repainted my house, so I need some new furniture.', '<b>B:</b> What pieces are you looking for?']"
