HITID,convo_1,convo_2,convo_3,convo_4,convo_5,convo_6,convo_7,convo_8,convo_9,convo_10
3XDJY5RK5SL63P7688APR58AWX6U4R,"['<b>A:</b> I like this magazine.', '<b>B:</b> So do I.', '<b>A:</b> I read it once, and I subscribed.']""","['<b>A:</b> That child just darted across the street!', '<b>B:</b> His mother should have been holding his hand!', '<b>A:</b> Parents should be more attentive of their children.']""","['<b>A:</b> You should add me on Facebook.', """"<b>B:</b> I don't have a Facebook."""", """"<b>A:</b> Why don't you make one?""""]""","['<b>A:</b> Is that boy you walk home with your brother?', """"<b>B:</b> No, he's my neighbor."""", '<b>A:</b> Does he go to your house often?']""","['<b>A:</b> Why is there a sticker over your webcam lens?', """"<b>B:</b> I don't trust the computer company."""", """"<b>A:</b> Do you think it's spying on you?""""]""","['<b>A:</b> Hello, I would like to schedule an appointment to view the apartment.', '<b>B:</b> Sure thing. What is your name?', '<b>A:</b> My name is Lisa.']""","['<b>A:</b> Hi! How are you?', """"<b>B:</b> I'm doing good. Hey, did you apply for the job?"""", """"<b>A:</b> I sure did. I'm meeting your boss today.""""]""","['<b>A:</b> Have you ever flown on an airplane?', """"<b>B:</b> Yes, I've flown in planes many times."""", '<b>A:</b> Were you scared?']""","['<b>A:</b> The lunch menu is so bad today.', '<b>B:</b> What is the cafeteria serving?', '<b>A:</b> Leftover meatloaf and brussel sprouts.']""","['<b>A:</b> I wish I could touch the clouds.', '<b>B:</b> I bet they would be soft like cotton candy.', """"<b>A:</b> Maybe they're made of cotton candy.""""]"""
338431Z1FLFIRQP7NYUT0SRV6P2ROU,"['<b>A:</b> Is this Gage Avenue?', '<b>B:</b> No, this is Florence Avenue.', """"<b>A:</b> Oh, no. I must've gotten off the bus too early.""""]""","[""""<b>A:</b> I can't wait until I graduate."""", '<b>B:</b> Me too.', '<b>A:</b> No more homework.']""","['<b>A:</b> My parents are divorced.', '<b>B:</b> So are mine.', '<b>A:</b> Why did your parents get divorced?']""","[""""<b>A:</b> How long have we've been waiting for this bus?"""", """"<b>B:</b> Almost one hour. I think it's late."""", '<b>A:</b> It is late! What is taking this bus driver so long to get here?']""","['<b>A:</b> I have an extra ticket to the Beyonce concert on Friday.', """"<b>B:</b> That's nice."""", '<b>A:</b> I was wondering if you want to come with me?']""","['<b>A:</b> Why are you taking pictures of yourself?', '<b>B:</b> I need a profile picture.', '<b>A:</b> Just use any picture.']""","['<b>A:</b> Thank you for coming so quickly.', '<b>B:</b> What seems to be the problem?', '<b>A:</b> All the channels suddenly stopped working.']""","['<b>A:</b> Did you get the invitation to my party?', '<b>B:</b> The invitation came in the mail yesterday.', '<b>A:</b> I was worried it got lost in the mail.']""","['<b>A:</b> Does your girlfriend ever make you angry?', '<b>B:</b> Sometimes.', '<b>A:</b> What does she do?']""","[""""<b>A:</b> I'm in love with that girl."""", '<b>B:</b> Have you told her?', '<b>A:</b> Of course not.']"""
3X55NP42EOG8TOG6R86C7UT5AGIP35,"['<b>A:</b> Did you watch that golf tournament?', '<b>B:</b> The one that Tiger won?', '<b>A:</b> How did he do it?']""","['<b>A:</b> I saw a scary article online today.', '<b>B:</b> What was it about?', '<b>A:</b> It was about people sleeping with their cell phones.']""","['<b>A:</b> Can we go to the baseball game?', '<b>B:</b> Of course.', '<b>A:</b> I love baseball.']""","[""""<b>A:</b> Good morning, Alice. Today's the big day!"""", '<b>B:</b> Yes, it is. Are we ready for this?', """"<b>A:</b> I think so. You know I've been working on the house.""""]""","['<b>A:</b> We need to talk.', """"<b>B:</b> You're breaking up with me."""", """"<b>A:</b> I didn't even say anything yet.""""]""","[""""<b>A:</b> What is that you're eating?"""", """"<b>B:</b> It's a house salad."""", '<b>A:</b> What order are you waiting for?']""","[""""<b>A:</b> There's something wrong with my right hand."""", """"<b>B:</b> What's wrong with it?"""", '<b>A:</b> It aches most of the time.']""","[""""<b>A:</b> The girls at school don't want to be my friends."""", """"<b>B:</b> Why don't they want to be your friends?"""", """"<b>A:</b> It's because I don't dress like they do.""""]""","['<b>A:</b> Oh no, another pimple on my face.', '<b>B:</b> Pimples suck.', '<b>A:</b> It seems like I get a new pimple almost every day.']""","['<b>A:</b> You sure are buying a lot of stuff!', """"<b>B:</b> It's all the equipment I need for basketball."""", '<b>A:</b> What do you need besides a ball and a hoop?']"""
3VLL1PIENQORTHBYXFO6MVTUF6LZOV,"['<b>A:</b> I hate proxy voting.', """"<b>B:</b> What's proxy voting?"""", """"<b>A:</b> It's when a vote can be made for you by a committee.""""]""","[""""<b>A:</b> Here are the books I'm returning."""", """"<b>B:</b> Looks like they're late. The late fee is $5."""", """"<b>A:</b> Okay, I'm only one minute late.""""]""","['<b>A:</b> Excuse me. I would like to get a transfer.', '<b>B:</b> Do you have your day pass with you?', """"<b>A:</b> It's a month pass. Is that okay?""""]""","['<b>A:</b> I have a 89.5%.', '<b>B:</b> Okay, so what?', """"<b>A:</b> It's really close to an A.""""]""","['<b>A:</b> Why is this soccer ball pink?', '<b>B:</b> I bought it at the breast cancer fair.', '<b>A:</b> I thought that all soccer balls are black and white.']""","['<b>A:</b> I think I stepped on a snail.', '<b>B:</b> Did you feel something crunch under your shoes?', '<b>A:</b> Yes. It feels disgusting.']""","['<b>A:</b> We had a problem at school.', '<b>B:</b> What was the problem?', '<b>A:</b> Someone cut the tires.']""","['<b>A:</b> Hello, my name is Sally. I am hoping you could help me.', """"<b>B:</b> Of course I can, that's what I'm here for."""", """"<b>A:</b> I want to look for a job, but I don't have Internet access at home.""""]""","['<b>A:</b> Son, come here please.', '<b>B:</b> What is it, mother?', '<b>A:</b> Did you touch this frosting after I told you not to?']""","['<b>A:</b> There is garbage all over the ground!', '<b>B:</b> Those raccoons knocked over the trash cans again.', '<b>A:</b> I feel like calling animal control!']"""
3UYRNV2KITZUR0AZNAOGUMWLQN9N8Z,"[""""<b>A:</b> You're watching too much TV."""", '<b>B:</b> What do you mean?', """"<b>A:</b> I mean you're wasting your life.""""]""","['<b>A:</b> I was hoping you could help me.', """"<b>B:</b> I'll try. What help do you need?"""", """"<b>A:</b> I'm having an interview tomorrow morning. I'm very nervous.""""]""","['<b>A:</b> I have a problem.', '<b>B:</b> Tell me about it.', '<b>A:</b> I got hired at a restaurant and a clothing store.']""","['<b>A:</b> You seem a little lost. Can I be of some assistance?', '<b>B:</b> That would be nice of you. I just have one question.', '<b>A:</b> You can ask as many as you want.']""","['<b>A:</b> May I turn in my homework tomorrow?', """"<b>B:</b> It's due today."""", """"<b>A:</b> I know, but I don't have it right now.""""]""","['<b>A:</b> I have a date tomorrow night.', '<b>B:</b> Really? Who with?', '<b>A:</b> A girl I met at the market.']""","['<b>A:</b> What is this returned check fee on my statement?', '<b>B:</b> It means you bounced a check.', '<b>A:</b> What does that mean?']""","['<b>A:</b> My university is passing out fliers for health insurance.', """"<b>B:</b> Mine, too. If I don't choose, I'll get Obamacare."""", """"<b>A:</b> What's Obamacare?""""]""","['<b>A:</b> Where do you want to go eat?', """"<b>B:</b> I'm not sure. Wait, watch out! The light is red!"""", '<b>A:</b> Oh, damn. Well, there I passed it.']""","['<b>A:</b> I thought you were going to cook dinner today.', """"<b>B:</b> I've been working all day."""", """"<b>A:</b> Yeah, but you work from home. That doesn't count.""""]"""
31SIZS5W59FLC22N2BMXPXMVLQKRQ2,"['<b>A:</b> Excuse me, sir. How much for this lamp?', """"<b>B:</b> I'll sell it to you for $50."""", """"<b>A:</b> Oh, no! That's way too expensive.""""]""","['<b>A:</b> Give me a hug.', """"<b>B:</b> I'm not in the mood."""", """"<b>A:</b> What's the matter?""""]""","[""""<b>A:</b> What is that you're riding?"""", """"<b>B:</b> It's my new riding lawn mower."""", '<b>A:</b> It looks like a sporting vehicle.']""","['<b>A:</b> I really like your shoes.', '<b>B:</b> Thank you!', '<b>A:</b> Where did you buy them?']""","['<b>A:</b> Wait a second. Where am I?', """"<b>B:</b> You're in Los Angeles."""", '<b>A:</b> Los Angeles? Oh, no. I got off the bus too early.']""","['<b>A:</b> Excuse me, miss!', '<b>B:</b> Yes, what can I do for you?', '<b>A:</b> This bill is incorrect.']""","['<b>A:</b> Make a right turn here.', """"<b>B:</b> Watch out, there's a person walking."""", '<b>A:</b> I see him.']""","['<b>A:</b> Hello, 911? I need an ambulance.', """"<b>B:</b> What's the situation?"""", '<b>A:</b> My friend fell off her bike and hit her head.']""","[""""<b>A:</b> It's finally lunch time!"""", """"<b>B:</b> I've been counting the minutes."""", '<b>A:</b> How long is our lunch break?']""","['<b>A:</b> How are you enjoying your evening?', '<b>B:</b> I am enjoying it very much, thank you.', '<b>A:</b> How did you come to meet the host?']"""
3MIVREZQVHYZPYPSCRD0OL0HQYQKQ2,"['<b>A:</b> Come inside my apartment! Make yourself feel at home.', '<b>B:</b> Thank you for letting me visit you today.', """"<b>A:</b> It's always nice to meet extra tenants of the apartment.""""]""","['<b>A:</b> Tomatoes are so strange.', """"<b>B:</b> What's so weird about them?"""", '<b>A:</b> My dad made a cake with them yesterday.']""","['<b>A:</b> Can you make dinner for your sister tonight?', '<b>B:</b> Aw, she only eats macaroni and cheese!', """"<b>A:</b> What's the problem?""""]""","[""""<b>A:</b> Hello. I'm new to the apartments. I have a question."""", '<b>B:</b> Hello, and welcome. What do you need to know?', '<b>A:</b> Is there anything about parking my car that I need to know?']""","['<b>A:</b> Did you read this article?', '<b>B:</b> What article?', '<b>A:</b> It says the mayor spends only 11 percent of his time on city duties.']""","['<b>A:</b> I met someone online yesterday.', '<b>B:</b> Who is it?', '<b>A:</b> A boy from Budapest.']""","['<b>A:</b> This is 911. What is your emergency?', '<b>B:</b> I think my wife just had a stroke or a heart attack.', '<b>A:</b> Can you describe her symptoms?']""","['<b>A:</b> Are you wearing those shoes with your suit?', '<b>B:</b> Yes. Is there something wrong with that?', '<b>A:</b> Well, they are very dirty and scuffed up.']""","[""""<b>A:</b> I don't have any clean laundry for tomorrow!"""", '<b>B:</b> Well, you should do your laundry then.', '<b>A:</b> Laundry is such a hassle!']""","[""""<b>A:</b> I'm so tired today."""", '<b>B:</b> Did you stay up late watching TV again?', '<b>A:</b> No, I tried to sleep at 11 p.m.!']"""
33KGGVH24UHHSU4IQV2ADE0BEVDX19,"[""""<b>A:</b> I'm trying to get to the city of Lakewood. Does this bus take me there?"""", """"<b>B:</b> No, I'm sorry. You're going to have to make a transfer."""", """"<b>A:</b> Can't I simply get on another bus?""""]""","['<b>A:</b> I have to go back upstairs.', """"<b>B:</b> Why? We're already late."""", '<b>A:</b> I have to check the stove.']""","[""""<b>A:</b> Thank you for coming in today. I'll see you next week."""", '<b>B:</b> Excuse me, instructor. May I speak with you for a moment?', '<b>A:</b> Sure thing, Mr. Davis. What can I help you with?']""","['<b>A:</b> What have you done to my hair?', '<b>B:</b> I did exactly what you told me to do.', '<b>A:</b> I asked for a light trim, not for a butchering!']""","['<b>A:</b> Apartments are so expensive these days.', '<b>B:</b> Only rich people can afford to live in them.', """"<b>A:</b> My landlord raised the rent, so I'm moving out.""""]""","['<b>A:</b> I have so many places to go today.', '<b>B:</b> Are you planning on taking the bus?', """"<b>A:</b> Yes. I'm going to have to bring so much bus fare with me.""""]""","['<b>A:</b> What time does your plane leave?', '<b>B:</b> It leaves at 12:15.', '<b>A:</b> When do you have to be at the airport?']""","[""""<b>A:</b> I'm going to send a drink to that girl."""", """"<b>B:</b> Don't do it!"""", """"<b>A:</b> Why shouldn't I?""""]""","['<b>A:</b> Gravity is very important.', '<b>B:</b> What is gravity?', """"<b>A:</b> It's the force that pulls everything down.""""]""","[""""<b>A:</b> I'd like to make a deposit."""", '<b>B:</b> Will you be putting this deposit towards the fees you owe?', '<b>A:</b> What fees do I owe?']"""
3NRZ1LDP7W69EHNZCF1LBVYKPBHZPC,"[""""<b>A:</b> Let's go get lunch!"""", '<b>B:</b> Where do you want to go?', """"<b>A:</b> Let's try that new restaurant down the street.""""]""","[""""<b>A:</b> That was an excellent meal. Don't you think so, Judy?"""", '<b>B:</b> Absolutely! I especially liked the dessert.', '<b>A:</b> Yes, me too. That chocolate cake was delicious.']""","[""""<b>A:</b> Hey Dennis, this is Ron. How's it going?"""", """"<b>B:</b> Hi, Ron. I'm looking for a summer job. I was hoping you could help me."""", '<b>A:</b> Okay, how can I help you?']""","['<b>A:</b> Public restrooms gross me out.', """"<b>B:</b> They're not always bad."""", '<b>A:</b> Even when they look clean, there are germs everywhere.']""","['<b>A:</b> I think Jamie is very handsome.', """"<b>B:</b> Well, you can't talk to him."""", '<b>A:</b> Why not?']""","['<b>A:</b> Have you been in your room all day?', '<b>B:</b> Yes, I have been staying in my room.', """"<b>A:</b> It's already evening! What have you been doing?""""]""","['<b>A:</b> They call him Father Dollar Bill.', '<b>B:</b> Yes, he was on the TV news today.', '<b>A:</b> Every Easter Sunday he gives away money.']""","['<b>A:</b> I have decided not to transfer.', '<b>B:</b> Why not? You kept saying you wanted to.', """"<b>A:</b> I know, but it's so hard getting accustomed to a new school.""""]""","[""""<b>A:</b> Let's go to the animal shelter."""", '<b>B:</b> What do you want to do?', '<b>A:</b> I want to get a puppy for my son.']""","['<b>A:</b> I want to contest some charges I see on my account.', '<b>B:</b> Do you think your account has been compromised?', '<b>A:</b> I think I am a victim of identity theft.']"""
30QQTY5GMKK3MCPPA68WUHSKNZWU7B,"['<b>A:</b> Do you want to meet up for lunch?', '<b>B:</b> Sure, where are we going?', '<b>A:</b> It depends. Are you a picky eater?']""","[""""<b>A:</b> Boy, I'm glad that job is finished."""", '<b>B:</b> How long did it take?', '<b>A:</b> Four hours, without a break.']""","['<b>A:</b> I have a few questions regarding the neighborhood.', """"<b>B:</b> Alright, let's hear them."""", '<b>A:</b> Does the neighborhood look good aesthetically?']""","['<b>A:</b> Plane tickets are so expensive!', """"<b>B:</b> I can't afford to fly to San Francisco."""", '<b>A:</b> Well, we can always go by bus.']""","['<b>A:</b> I missed my connecting flight to Washington D.C.', '<b>B:</b> How did you miss your flight?', '<b>A:</b> I was sitting in the airport bar and I lost track of time.']""","[""""<b>A:</b> Where's the pencil sharpener?"""", '<b>B:</b> Which one?', '<b>A:</b> Any one. I need to sharpen this pencil.']""","['<b>A:</b> I made a terrible mistake!', """"<b>B:</b> What's the problem?"""", """"<b>A:</b> I made the check for the mortgage and didn't mail it!""""]""","[""""<b>A:</b> I can't believe how long this line is."""", """"<b>B:</b> This is a popular restaurant, isn't it?"""", """"<b>A:</b> Yes, but it isn't a fast-food restaurant, is it?""""]""","['<b>A:</b> I have to go to the bathroom.', """"<b>B:</b> Why didn't you go before we left?"""", '<b>A:</b> I did, but I have to go again.']""","['<b>A:</b> I need new clothes.', '<b>B:</b> What kinds of new clothes?', '<b>A:</b> I want something stylish.']"""
3MXX6RQ9EV5TBKZARMBVHZLBOGEP4Q,"['<b>A:</b> Can I check in here at the curb?', '<b>B:</b> Sure! Do you have any bags you need to check in?', '<b>A:</b> I have one suitcase.']""","['<b>A:</b> I have lots of friends.', '<b>B:</b> Really? How many do you have?', """"<b>A:</b> I don't know, maybe one hundred.""""]""","['<b>A:</b> What are you wearing to the banquet tomorrow?', """"<b>B:</b> I'm not sure yet. What about you?"""", '<b>A:</b> I saw a dress I liked, but it was very expensive.']""","[""""<b>A:</b> Do you know John's address?"""", """"<b>B:</b> No, I don't. Why do you need it?"""", """"<b>A:</b> I want to invite his son to my daughter's party.""""]""","['<b>A:</b> Did you hear about the dog ban?', '<b>B:</b> No, what dog are they banning?', '<b>A:</b> The city wants to ban pit-bulls.']""","[""""<b>A:</b> I need to get to the airport by 6 o'clock."""", """"<b>B:</b> That's in less than 45 minutes. You'll never make it."""", '<b>A:</b> I have to try. I was hoping to get the shuttle home.']""","['<b>A:</b> Bears are invading our neighborhoods.', """"<b>B:</b> Of course they are. They're starving to death."""", '<b>A:</b> They should stay in the woods where they belong.']""","['<b>A:</b> Why are you using crutches?', '<b>B:</b> Can you keep a secret?', '<b>A:</b> Of course I can! What happened?']""","['<b>A:</b> Poetry sucks.', """"<b>B:</b> I don't know anyone who likes it."""", '<b>A:</b> Some of it is okay, I guess.']""","['<b>A:</b> Are you going to go out with John?', '<b>B:</b> No, I decided not to.', '<b>A:</b> Why not? He is such a good man.']"""
3IHWR4LC7DD2DZZ8QUBOPE044OFI8E,"['<b>A:</b> I love peanuts.', '<b>B:</b> Me, too. I love them roasted and salted.', '<b>A:</b> I love boiled peanuts.']""","['<b>A:</b> How long have you had your license?', '<b>B:</b> Only two days.', """"<b>A:</b> I don't feel safe.""""]""","['<b>A:</b> Hello, may I speak to Susan, please?', '<b>B:</b> Yes, this is Susan.', '<b>A:</b> This is Mr. Jones from the ABC Company.']""","['<b>A:</b> I really like this house.', '<b>B:</b> Can we afford it?', '<b>A:</b> They want 20 percent down.']""","['<b>A:</b> I eat the same thing every day.', """"<b>B:</b> You're kidding."""", """"<b>A:</b> No, I'm serious.""""]""","['<b>A:</b> How many universities are you applying to?', """"<b>B:</b> I'm applying to 12 universities."""", """"<b>A:</b> Wow! That's a lot!""""]""","['<b>A:</b> You sure are buying a lot of snacks.', """"<b>B:</b> That's because I'm going on a long car trip."""", '<b>A:</b> Where are you driving to?']""","[""""<b>A:</b> Hey, what's that you're eating?"""", """"<b>B:</b> It's steamed rice cake. My grandma made it."""", '<b>A:</b> Does it taste good?']""","['<b>A:</b> So what are we doing on Saturday?', """"<b>B:</b> I don't have anything planned."""", '<b>A:</b> Are you kidding me?']""","['<b>A:</b> James, eat your candy after dinner, please.', '<b>B:</b> I just want to eat a little now.', """"<b>A:</b> You'll spoil your dinner!""""]"""
3FSEU3P2NR0LO3HNFQBXUNW0HCMRR3,"['<b>A:</b> This line is so long!', """"<b>B:</b> We've been waiting for almost an hour!"""", '<b>A:</b> I guess they do a really thorough check.']""","['<b>A:</b> This is a huge library.', '<b>B:</b> Yes, it has lots of rooms and lots of space.', '<b>A:</b> And lots of books.']""","['<b>A:</b> I hate shaving.', '<b>B:</b> Me too.', '<b>A:</b> I just cut myself again.']""","['<b>A:</b> Why are you bringing a map?', """"<b>B:</b> I don't want to get lost on our hike."""", """"<b>A:</b> We won't. I have a GPS.""""]""","[""""<b>A:</b> I'll pick you up at the airport when you come back from your business trip."""", """"<b>B:</b> I'm taking the red-eye, so I land early in the morning."""", '<b>A:</b> Tell me the airline and terminal number so I know where to get you.']""","['<b>A:</b> Parking at school is impossible.', """"<b>B:</b> I'll say."""", '<b>A:</b> I drove around for half an hour.']""","['<b>A:</b> I used to work in a deli.', '<b>B:</b> How did you like it?', '<b>A:</b> I loved it!']""","['<b>A:</b> I want to file a wrongful arrest lawsuit.', '<b>B:</b> What proof do you have that you were wrongfully arrested?', """"<b>A:</b> Well, I didn't rob anybody.""""]""","['<b>A:</b> Do you want to come with me to Walmart?', '<b>B:</b> What do you need to buy?', """"<b>A:</b> I'm out of groceries.""""]""","['<b>A:</b> That election for U.S. Senator stunk.', '<b>B:</b> What do you mean?', '<b>A:</b> There were more votes than voters!']"""
38O9DZ0A62NBY02I8CTYIKXW9XT262,"['<b>A:</b> What bus do we need to take?', '<b>B:</b> We need to take the Metro.', """"<b>A:</b> The metro bus stop isn't here!""""]""","[""""<b>A:</b> I'm bored."""", """"<b>B:</b> What's on TV?"""", '<b>A:</b> Nothing.']""","['<b>A:</b> Do you live in the dorms?', '<b>B:</b> Yes, I do.', '<b>A:</b> What do you like about it?']""","[""""<b>A:</b> I can't believe today is the last day of our vacation."""", '<b>B:</b> We should shop for some souvenirs to bring back home to our friends.', """"<b>A:</b> I'd much rather we spend another day seeing the sights.""""]""","[""""<b>A:</b> It's time for your bath, young lady."""", """"<b>B:</b> But, Mom, I'm not dirty."""", '<b>A:</b> You need a bath every day.']""","['<b>A:</b> Are you okay? You look really sad.', """"<b>B:</b> I'm homesick. I feel so out of place here."""", '<b>A:</b> But this college is so awesome.']""","[""""<b>A:</b> I'm so frustrated. I can't find any books on my research topic at my library."""", """"<b>B:</b> Why don't you try a different library?"""", """"<b>A:</b> I don't want to waste gas money.""""]""","[""""<b>A:</b> Thank you for coming in today. I'll see you next week."""", '<b>B:</b> Excuse me, instructor. May I speak with you for a moment?', '<b>A:</b> Sure thing, Mr. Davis. What can I help you with?']""","['<b>A:</b> So, how much is the ticket going to cost?', """"<b>B:</b> Well, it's going to be $200."""", '<b>A:</b> $200 for a parking ticket?']""","['<b>A:</b> I am going to get the spaghetti.', """"<b>B:</b> I don't know what to get."""", '<b>A:</b> Just pick whatever looks good.']"""
3EPG8DX9LKQB733A5RU5MRRPOC9P5V,"['<b>A:</b> Everything is going wrong today.', '<b>B:</b> Well, at least the weather is nice.', '<b>A:</b> Oh, yeah. Imagine if it had rained like they said it would.']""","['<b>A:</b> This is 911. What is your emergency?', '<b>B:</b> I think my wife just had a stroke or a heart attack.', '<b>A:</b> Can you describe her symptoms?']""","['<b>A:</b> I want to move to New York.', '<b>B:</b> To the state or the city?', '<b>A:</b> To the city, of course.']""","['<b>A:</b> Oh no! I lost my ticket!', '<b>B:</b> Was it an all-day pass?', '<b>A:</b> Yes! I just bought it!']""","[""""<b>A:</b> I'm glad you came to talk to me today."""", '<b>B:</b> You kind of forced me to.', """"<b>A:</b> That's because I'm worried.""""]""","['<b>A:</b> They say he has started fifteen big fires.', """"<b>B:</b> He's been in jail three times already."""", '<b>A:</b> Why did they ever let him out?']""","['<b>A:</b> My parents tell me I can only date after college.', '<b>B:</b> That is ridiculous.', '<b>A:</b> When can you date?']""","['<b>A:</b> The forecast said it would rain tomorrow.', '<b>B:</b> Why do you sound so excited?', '<b>A:</b> We have a big PE test tomorrow.']""","['<b>A:</b> Is this Gage Avenue?', '<b>B:</b> No, this is Florence Avenue.', """"<b>A:</b> Oh, no. I must've gotten off the bus too early.""""]""","['<b>A:</b> I saw the pictures of your date yesterday.', """"<b>B:</b> It wasn't a date."""", """"<b>A:</b> Didn't you go to the movies?""""]"""
34OWYT6U3WH2R4IIVMH2PAVFOUXI93,"['<b>A:</b> Have you ever heard of poison ivy?', """"<b>B:</b> Isn't that a super villain?"""", """"<b>A:</b> I wouldn't know. Tell me more.""""]""","[""""<b>A:</b> I'm so glad you could squeeze me into your schedule today, doctor."""", '<b>B:</b> Sure, what seems to be the problem?', '<b>A:</b> I was in a small car accident last month, but only recently noticed some neck pain.']""","['<b>A:</b> Did you book the hotel for the trip?', '<b>B:</b> Yes and it comes with something extra!', '<b>A:</b> What would that be, exactly?']""","[""""<b>A:</b> I'm applying to transfer out of this college."""", """"<b>B:</b> I'm going to miss you. """", """"<b>A:</b> Me too. I'll text you every so often.""""]""","[""""<b>A:</b> I'm going to quit school."""", """"<b>B:</b> I don't recommend that."""", """"<b>A:</b> Don't worry. I'm going to start a business.""""]""","['<b>A:</b> Who let the dog inside?', """"<b>B:</b> I did. What's the problem?"""", '<b>A:</b> He got mud all over the new carpet!']""","['<b>A:</b> Are you excited for the first day of school?', '<b>B:</b> No. I am very afraid.', '<b>A:</b> What is to be afraid about?']""","[""""<b>A:</b> I don't like riding the bus."""", '<b>B:</b> Why not?', '<b>A:</b> The seats and windows are dirty.']""","['<b>A:</b> This is the perfect house for us!', '<b>B:</b> It has all the bedrooms we need!', '<b>A:</b> Each bedroom even has a bathroom!']""","[""""<b>A:</b> This is the first time I've ever had to do a timesheet."""", """"<b>B:</b> Well, they're very easy to do."""", """"<b>A:</b> You've done this before. Maybe you can help me.""""]"""
3RQVKZ7ZRKJU20GNRMYQOYXS48D271,"['<b>A:</b> Look at this traffic.', """"<b>B:</b> I'd rather not."""", '<b>A:</b> It gets worse every year.']""","['<b>A:</b> Quick! Get in here and wait out the storm!', '<b>B:</b> Oh, my word. Thank you so much.', """"<b>A:</b> It's raining cats and dogs out there.""""]""","['<b>A:</b> Have you seen our waiter?', '<b>B:</b> Here he comes now.', """"<b>A:</b> We've been sitting here for almost 10 minutes.""""]""","['<b>A:</b> I forgot my house key!', '<b>B:</b> How are we supposed to get into the house?', '<b>A:</b> I hid a spare key in case this happens.']""","['<b>A:</b> Let’s go jogging.', '<b>B:</b> That’s a good idea.', '<b>A:</b> I bought some new shoes.']""","['<b>A:</b> You want to go for a walk?', '<b>B:</b> Sure! Where to?', '<b>A:</b> I was thinking of going to the park.']""","['<b>A:</b> What are you playing?', """"<b>B:</b> I'm playing a new game I bought yesterday."""", '<b>A:</b> Is it one of those shooting games?']""","['<b>A:</b> I bought you a pair of pants.', '<b>B:</b> Thank you.', '<b>A:</b> I hope they fit.']""","['<b>A:</b> I hate to fly.', '<b>B:</b> Because of all the security?', '<b>A:</b> No, because it hurts my ears.']""","['<b>A:</b> I am never asking girls out again.', """"<b>B:</b> That's crazy talk."""", """"<b>A:</b> Sarah didn't meet up with me like we planned.""""]"""
3OJX0UFJ0Z770VDIP36G8DJQIPKU9N,"['<b>A:</b> Hello, may I please talk to a store manager?', '<b>B:</b> Yes. What seems to be the problem?', '<b>A:</b> I scheduled some furniture to be delivered today.']""","['<b>A:</b> It sure is windy today.', '<b>B:</b> Paper is flying everywhere.', '<b>A:</b> This wind is dangerous for drivers.']""","['<b>A:</b> Put your seatbelt on.', '<b>B:</b> Why?', '<b>A:</b> Because it will protect you in case of an accident.']""","['<b>A:</b> This bus is amazing!', """"<b>B:</b> It's so big!"""", '<b>A:</b> The seats are comfortable, too.']""","[""""<b>A:</b> Welcome to Sarah's Sandwiches!"""", """"<b>B:</b> Hi! I don't know where to start."""", """"<b>A:</b> Let's start with the bread.""""]""","['<b>A:</b> I need a job.', '<b>B:</b> I thought you had a job.', '<b>A:</b> I did.']""","['<b>A:</b> I just read your proposal.', '<b>B:</b> What did you think about it?', '<b>A:</b> You definitely have some good ideas.']""","[""""<b>A:</b> I don't like walking in the dark."""", '<b>B:</b> The city is so creepy at night.', '<b>A:</b> I always feel like anyone can pop out from somewhere.']""","['<b>A:</b> I want to take off my shirt.', '<b>B:</b> Why do you want to do that?', '<b>A:</b> My shoulders hurt from yesterday.']""","['<b>A:</b> Good afternoon! This is the Beach Palace Hotel. How can I help you?', '<b>B:</b> Do you have any rooms available for this weekend?', '<b>A:</b> Yes. How many nights will you be staying?']"""
3G5RUKN2EC3U55T9S2UUUIRWATRN9O,"['<b>A:</b> That is a beautiful house.', """"<b>B:</b> I don't like it."""", """"<b>A:</b> What's the matter with it?""""]""","['<b>A:</b> Did you wipe your feet? ', '<b>B:</b> Yes, of course I wiped my feet.', '<b>A:</b> Then why is there mud on the carpet?']""","['<b>A:</b> I would like to reserve The Hunger Games. ', '<b>B:</b> Everyone wants to reserve that book these days.', """"<b>A:</b> It's really popular, because the movie just came out.""""]""","[""""<b>A:</b> You know you can't park here, right?"""", '<b>B:</b> Listen, I had to talk to my friend really quickly, and there was no parking spaces.', """"<b>A:</b> I'm going to have to give you a ticket.""""]""","['<b>A:</b> My baseball game starts at 2 p.m. today. Will you be there?', '<b>B:</b> Yes, I will definitely be there.', '<b>A:</b> Great! I will tell my family to save you a seat.']""","['<b>A:</b> I just got my first ATM card.', """"<b>B:</b> That's great. Do you know how to use it?"""", '<b>A:</b> Actually I could use some help.']""","['<b>A:</b> I checked the whole car, and it has some problems.', '<b>B:</b> What kind of problems does it have?', '<b>A:</b> The brakes need to be replaced, as well as the power steering.']""","['<b>A:</b> Hi sir, what can I get you today?', """"<b>B:</b> I'll have one glass of iced tea."""", """"<b>A:</b> I'm sorry, but we are out of iced tea.""""]""","[""""<b>A:</b> I'm here to have some blood tests done."""", '<b>B:</b> We take all the samples in the back room, so please follow me.', """"<b>A:</b> I usually have blood taken at the doctor's office.""""]""","[""""<b>A:</b> You can't take pool toys into the ocean."""", '<b>B:</b> Why not? I want to drift in the water.', """"<b>A:</b> They're dangerous.""""]"""
